condition_id,catalyst,loading_g_L,pH,irradiance_mW_cm2,scavenger,replicate,time_min,C_over_C0,absorbance_664nm
C016,TiO2,0.5,5.5,55,none,1,20,0.78451,0.82723
C016,TiO2,0.5,5.5,55,none,1,30,0.72508,0.75771
C016,TiO2,0.5,5.5,55,none,1,45,0.60457,0.63594
C016,TiO2,0.5,5.5,55,none,1,60,0.55142,0.56063
C016,TiO2,0.5,5.5,55,none,1,90,0.3856,0.40709
C016,TiO2,0.5,5.5,55,none,1,120,0.27073,0.29736
C016,TiO2,0.5,5.5,55,none,2,0,1.0005,1.0627
C016,TiO2,0.5,5.5,55,none,2,5,0.9322,0.96704
C016,TiO2,0.5,5.5,55,none,2,10,0.90751,0.95725
C016,TiO2,0.5,5.5,55,none,2,20,0.8031,0.84304
C016,TiO2,0.5,5.5,55,none,2,30,0.7061,0.74104
C016,TiO2,0.5,5.5,55,none,2,45,0.58249,0.61293
C016,TiO2,0.5,5.5,55,none,2,60,0.53122,0.56373
C016,TiO2,0.5,5.5,55,none,2,90,0.36953,0.3998
C016,TiO2,0.5,5.5,55,none,2,120,0.27412,0.275
C016,TiO2,0.5,5.5,55,none,3,0,1.02302,1.07658
C016,TiO2,0.5,5.5,55,none,3,5,0.97674,1.03075
C016,TiO2,0.5,5.5,55,none,3,10,0.89987,0.94557
C016,TiO2,0.5,5.5,55,none,3,20,0.83082,0.87595
C016,TiO2,0.5,5.5,55,none,3,30,0.71937,0.75986
C016,TiO2,0.5,5.5,55,none,3,45,0.63542,0.66269
C016,TiO2,0.5,5.5,55,none,3,60,0.51508,0.54674
C016,TiO2,0.5,5.5,55,none,3,90,0.35709,0.38554
C016,TiO2,0.5,5.5,55,none,3,120,0.27226,0.28615
C017,TiO2,0.5,5.5,80,none,1,0,0.9979,1.06845
C017,TiO2,0.5,5.5,80,none,1,5,0.94057,0.98214
C017,TiO2,0.5,5.5,80,none,1,10,0.8739,0.90836
C017,TiO2,0.5,5.5,80,none,1,20,0.76406,0.79583
C017,TiO2,0.5,5.5,80,none,1,30,0.71242,0.74904
C017,TiO2,0.5,5.5,80,none,1,45,0.61623,0.65479
C017,TiO2,0.5,5.5,80,none,1,60,0.50921,0.53274
C017,TiO2,0.5,5.5,80,none,1,90,0.35223,0.36589
C017,TiO2,0.5,5.5,80,none,1,120,0.22291,0.22131
C017,TiO2,0.5,5.5,80,none,2,0,1.00501,1.05428
C017,TiO2,0.5,5.5,80,none,2,5,0.95705,0.98566
C017,TiO2,0.5,5.5,80,none,2,10,0.89753,0.93742
C017,TiO2,0.5,5.5,80,none,2,20,0.7767,0.8121
C017,TiO2,0.5,5.5,80,none,2,30,0.70921,0.74963
C017,TiO2,0.5,5.5,80,none,2,45,0.60421,0.63203
C017,TiO2,0.5,5.5,80,none,2,60,0.52117,0.54086
C017,TiO2,0.5,5.5,80,none,2,90,0.3398,0.36013
C017,TiO2,0.5,5.5,80,none,2,120,0.26698,0.26541
C017,TiO2,0.5,5.5,80,none,3,0,0.99467,1.0445
C017,TiO2,0.5,5.5,80,none,3,5,0.94041,0.97911
C017,TiO2,0.5,5.5,80,none,3,10,0.88344,0.94321
C017,TiO2,0.5,5.5,80,none,3,20,0.82493,0.87171
C017,TiO2,0.5,5.5,80,none,3,30,0.69449,0.73659
C017,TiO2,0.5,5.5,80,none,3,45,0.58866,0.61315
C017,TiO2,0.5,5.5,80,none,3,60,0.46674,0.49631
C017,TiO2,0.5,5.5,80,none,3,90,0.35943,0.37396
C017,TiO2,0.5,5.5,80,none,3,120,0.23138,0.2552
C018,TiO2,0.5,5.5,105,none,1,0,0.95832,1.00107
C018,TiO2,0.5,5.5,105,none,1,5,0.97525,1.01617
C018,TiO2,0.5,5.5,105,none,1,10,0.85021,0.88677
C018,TiO2,0.5,5.5,105,none,1,20,0.75475,0.78537
C018,TiO2,0.5,5.5,105,none,1,30,0.65855,0.68921
C018,TiO2,0.5,5.5,105,none,1,45,0.55403,0.59075
C018,TiO2,0.5,5.5,105,none,1,60,0.44241,0.46185
C018,TiO2,0.5,5.5,105,none,1,90,0.31909,0.32471
C018,TiO2,0.5,5.5,105,none,1,120,0.18119,0.20413
C018,TiO2,0.5,5.5,105,none,2,0,0.98784,1.02965
C018,TiO2,0.5,5.5,105,none,2,5,0.96817,1.01888
C018,TiO2,0.5,5.5,105,none,2,10,0.88152,0.92492
C018,TiO2,0.5,5.5,105,none,2,20,0.7617,0.80231
C018,TiO2,0.5,5.5,105,none,2,30,0.70104,0.74493
C018,TiO2,0.5,5.5,105,none,2,45,0.56029,0.58445
C018,TiO2,0.5,5.5,105,none,2,60,0.49123,0.50078
C018,TiO2,0.5,5.5,105,none,2,90,0.31338,0.33246
C018,TiO2,0.5,5.5,105,none,2,120,0.22578,0.23937
C018,TiO2,0.5,5.5,105,none,3,0,1.00704,1.05167
C018,TiO2,0.5,5.5,105,none,3,5,0.94794,1.00046
C018,TiO2,0.5,5.5,105,none,3,10,0.91623,0.94986
C018,TiO2,0.5,5.5,105,none,3,20,0.81073,0.85277
C018,TiO2,0.5,5.5,105,none,3,30,0.73188,0.7831
C018,TiO2,0.5,5.5,105,none,3,45,0.58925,0.62201
C018,TiO2,0.5,5.5,105,none,3,60,0.49714,0.51932
C018,TiO2,0.5,5.5,105,none,3,90,0.32021,0.33859
C018,TiO2,0.5,5.5,105,none,3,120,0.20983,0.22345
C019,TiO2,0.5,7.0,55,none,1,0,0.99943,1.05187
C019,TiO2,0.5,7.0,55,none,1,5,0.97127,1.0171
C019,TiO2,0.5,7.0,55,none,1,10,0.92442,0.98479
C019,TiO2,0.5,7.0,55,none,1,20,0.79672,0.84769
C019,TiO2,0.5,7.0,55,none,1,30,0.72656,0.7679
C019,TiO2,0.5,7.0,55,none,1,45,0.63444,0.68233
C019,TiO2,0.5,7.0,55,none,1,60,0.52763,0.5593
C019,TiO2,0.5,7.0,55,none,1,90,0.36874,0.40232
C019,TiO2,0.5,7.0,55,none,1,120,0.32025,0.33487
C019,TiO2,0.5,7.0,55,none,2,0,0.98893,1.02298
C019,TiO2,0.5,7.0,55,none,2,5,0.94391,0.99989
C019,TiO2,0.5,7.0,55,none,2,10,0.90613,0.94149
C019,TiO2,0.5,7.0,55,none,2,20,0.79231,0.83504
C019,TiO2,0.5,7.0,55,none,2,30,0.73472,0.7597
C019,TiO2,0.5,7.0,55,none,2,45,0.63923,0.68303
C019,TiO2,0.5,7.0,55,none,2,60,0.50794,0.53012
C019,TiO2,0.5,7.0,55,none,2,90,0.36207,0.37087
C019,TiO2,0.5,7.0,55,none,2,120,0.25192,0.26472
C019,TiO2,0.5,7.0,55,none,3,0,0.99341,1.05123
C019,TiO2,0.5,7.0,55,none,3,5,0.93475,0.98578
C019,TiO2,0.5,7.0,55,none,3,10,0.88312,0.93933
C019,TiO2,0.5,7.0,55,none,3,20,0.76466,0.81322
C019,TiO2,0.5,7.0,55,none,3,30,0.72236,0.75639
C019,TiO2,0.5,7.0,55,none,3,45,0.5944,0.62974
C019,TiO2,0.5,7.0,55,none,3,60,0.48576,0.50059
C019,TiO2,0.5,7.0,55,none,3,90,0.33915,0.35843
C019,TiO2,0.5,7.0,55,none,3,120,0.21432,0.22873
C020,TiO2,0.5,7.0,80,none,1,0,1.03596,1.08576
C020,TiO2,0.5,7.0,80,none,1,5,0.96727,1.01048
C020,TiO2,0.5,7.0,80,none,1,10,0.91474,0.94779
C020,TiO2,0.5,7.0,80,none,1,20,0.79093,0.83118
C020,TiO2,0.5,7.0,80,none,1,30,0.6896,0.72432
C020,TiO2,0.5,7.0,80,none,1,45,0.57293,0.60448
C020,TiO2,0.5,7.0,80,none,1,60,0.47191,0.50614
C020,TiO2,0.5,7.0,80,none,1,90,0.33459,0.35918
C020,TiO2,0.5,7.0,80,none,1,120,0.22099,0.24177
C020,TiO2,0.5,7.0,80,none,2,0,1.03973,1.09111
C020,TiO2,0.5,7.0,80,none,2,5,0.97708,1.03242
C020,TiO2,0.5,7.0,80,none,2,10,0.90511,0.9624
C020,TiO2,0.5,7.0,80,none,2,20,0.80602,0.83248
C020,TiO2,0.5,7.0,80,none,2,30,0.6952,0.7368
C020,TiO2,0.5,7.0,80,none,2,45,0.58471,0.60796
C020,TiO2,0.5,7.0,80,none,2,60,0.50498,0.51958
C020,TiO2,0.5,7.0,80,none,2,90,0.35495,0.36369
C020,TiO2,0.5,7.0,80,none,2,120,0.26884,0.27492
C020,TiO2,0.5,7.0,80,none,3,0,0.99285,1.03726
C020,TiO2,0.5,7.0,80,none,3,5,0.91321,0.95779
C020,TiO2,0.5,7.0,80,none,3,10,0.86579,0.90246
C020,TiO2,0.5,7.0,80,none,3,20,0.81836,0.85164
C020,TiO2,0.5,7.0,80,none,3,30,0.703,0.73239
C020,TiO2,0.5,7.0,80,none,3,45,0.54731,0.57548
C020,TiO2,0.5,7.0,80,none,3,60,0.46202,0.48113
C020,TiO2,0.5,7.0,80,none,3,90,0.32981,0.34492
C020,TiO2,0.5,7.0,80,none,3,120,0.24387,0.24343
C021,TiO2,0.5,7.0,105,none,1,0,1.045,1.09796
C021,TiO2,0.5,7.0,105,none,1,5,0.98505,1.02918
C021,TiO2,0.5,7.0,105,none,1,10,0.93028,0.97558
C021,TiO2,0.5,7.0,105,none,1,20,0.78518,0.82589
C021,TiO2,0.5,7.0,105,none,1,30,0.72004,0.75739
C021,TiO2,0.5,7.0,105,none,1,45,0.56944,0.5894
C021,TiO2,0.5,7.0,105,none,1,60,0.47644,0.49496
C021,TiO2,0.5,7.0,105,none,1,90,0.31712,0.33486
C021,TiO2,0.5,7.0,105,none,1,120,0.16036,0.16674
C021,TiO2,0.5,7.0,105,none,2,0,1.02081,1.06356
C021,TiO2,0.5,7.0,105,none,2,5,0.9271,0.9769
C021,TiO2,0.5,7.0,105,none,2,10,0.87677,0.91872
C021,TiO2,0.5,7.0,105,none,2,20,0.81064,0.8601
C021,TiO2,0.5,7.0,105,none,2,30,0.68246,0.69923
C021,TiO2,0.5,7.0,105,none,2,45,0.51785,0.5466
C021,TiO2,0.5,7.0,105,none,2,60,0.46019,0.48005
C021,TiO2,0.5,7.0,105,none,2,90,0.33531,0.36105
C021,TiO2,0.5,7.0,105,none,2,120,0.21752,0.22438
C021,TiO2,0.5,7.0,105,none,3,0,1.0145,1.06652
C021,TiO2,0.5,7.0,105,none,3,5,0.94395,0.99544
C021,TiO2,0.5,7.0,105,none,3,10,0.88676,0.92961
C021,TiO2,0.5,7.0,105,none,3,20,0.77526,0.82188
C021,TiO2,0.5,7.0,105,none,3,30,0.6824,0.72501
C021,TiO2,0.5,7.0,105,none,3,45,0.56355,0.60031
C021,TiO2,0.5,7.0,105,none,3,60,0.41682,0.43952
C021,TiO2,0.5,7.0,105,none,3,90,0.26425,0.2755
C021,TiO2,0.5,7.0,105,none,3,120,0.24832,0.26351
C022,TiO2,0.5,8.5,55,none,1,0,1.03965,1.09337
C022,TiO2,0.5,8.5,55,none,1,5,0.96662,1.00905
C022,TiO2,0.5,8.5,55,none,1,10,0.92897,0.96079
C022,TiO2,0.5,8.5,55,none,1,20,0.84042,0.88906
C022,TiO2,0.5,8.5,55,none,1,30,0.75107,0.80005
C022,TiO2,0.5,8.5,55,none,1,45,0.63769,0.66963
C022,TiO2,0.5,8.5,55,none,1,60,0.55569,0.59097
C022,TiO2,0.5,8.5,55,none,1,90,0.39839,0.41473
C022,TiO2,0.5,8.5,55,none,1,120,0.28467,0.28758
C022,TiO2,0.5,8.5,55,none,2,0,1.02141,1.07633
C022,TiO2,0.5,8.5,55,none,2,5,0.9788,1.02637
C022,TiO2,0.5,8.5,55,none,2,10,0.94754,0.98815
C022,TiO2,0.5,8.5,55,none,2,20,0.82609,0.8619
C022,TiO2,0.5,8.5,55,none,2,30,0.77004,0.80915
C022,TiO2,0.5,8.5,55,none,2,45,0.62904,0.66216
C022,TiO2,0.5,8.5,55,none,2,60,0.57758,0.61972
C022,TiO2,0.5,8.5,55,none,2,90,0.41682,0.44129
C022,TiO2,0.5,8.5,55,none,2,120,0.31729,0.33324
C022,TiO2,0.5,8.5,55,none,3,0,1.00257,1.04556
C022,TiO2,0.5,8.5,55,none,3,5,0.98431,1.02865
C022,TiO2,0.5,8.5,55,none,3,10,0.91582,0.96129
C022,TiO2,0.5,8.5,55,none,3,20,0.82721,0.85972
C022,TiO2,0.5,8.5,55,none,3,30,0.7624,0.79111
C022,TiO2,0.5,8.5,55,none,3,45,0.65682,0.68364
C022,TiO2,0.5,8.5,55,none,3,60,0.54706,0.57037
C022,TiO2,0.5,8.5,55,none,3,90,0.39006,0.41068
C022,TiO2,0.5,8.5,55,none,3,120,0.29255,0.31845
C023,TiO2,0.5,8.5,80,none,1,0,1.00027,1.05939
C023,TiO2,0.5,8.5,80,none,1,5,0.9394,0.99338
C023,TiO2,0.5,8.5,80,none,1,10,0.92141,0.97347
C023,TiO2,0.5,8.5,80,none,1,20,0.7862,0.83389
C023,TiO2,0.5,8.5,80,none,1,30,0.68221,0.71454
C023,TiO2,0.5,8.5,80,none,1,45,0.6242,0.64362
C023,TiO2,0.5,8.5,80,none,1,60,0.4875,0.51546
C023,TiO2,0.5,8.5,80,none,1,90,0.36974,0.38923
C023,TiO2,0.5,8.5,80,none,1,120,0.24635,0.25898
C023,TiO2,0.5,8.5,80,none,2,0,1.00139,1.05437
C023,TiO2,0.5,8.5,80,none,2,5,0.96362,1.00731
C023,TiO2,0.5,8.5,80,none,2,10,0.84301,0.87544
C023,TiO2,0.5,8.5,80,none,2,20,0.76511,0.80623
C023,TiO2,0.5,8.5,80,none,2,30,0.70503,0.73139
C023,TiO2,0.5,8.5,80,none,2,45,0.57909,0.60336
C023,TiO2,0.5,8.5,80,none,2,60,0.51493,0.53866
C023,TiO2,0.5,8.5,80,none,2,90,0.35298,0.36579
C023,TiO2,0.5,8.5,80,none,2,120,0.24076,0.23405
C023,TiO2,0.5,8.5,80,none,3,0,1.02098,1.08242
C023,TiO2,0.5,8.5,80,none,3,5,0.92212,0.9688
C023,TiO2,0.5,8.5,80,none,3,10,0.85918,0.91032
C023,TiO2,0.5,8.5,80,none,3,20,0.8065,0.84132
C023,TiO2,0.5,8.5,80,none,3,30,0.72339,0.76549
C023,TiO2,0.5,8.5,80,none,3,45,0.57612,0.59703
C023,TiO2,0.5,8.5,80,none,3,60,0.49609,0.53151
C023,TiO2,0.5,8.5,80,none,3,90,0.36063,0.3808
C023,TiO2,0.5,8.5,80,none,3,120,0.27191,0.2751
C024,TiO2,0.5,8.5,105,none,1,0,0.96705,1.01715
C024,TiO2,0.5,8.5,105,none,1,5,0.93273,0.9932
C024,TiO2,0.5,8.5,105,none,1,10,0.88789,0.92382
C024,TiO2,0.5,8.5,105,none,1,20,0.76322,0.7942
C024,TiO2,0.5,8.5,105,none,1,30,0.7635,0.80701
C024,TiO2,0.5,8.5,105,none,1,45,0.59912,0.62318
C024,TiO2,0.5,8.5,105,none,1,60,0.47334,0.49815
C024,TiO2,0.5,8.5,105,none,1,90,0.37289,0.38218
C024,TiO2,0.5,8.5,105,none,1,120,0.21624,0.23099
C024,TiO2,0.5,8.5,105,none,2,0,1.02,1.07933
C024,TiO2,0.5,8.5,105,none,2,5,0.91437,0.9718
C024,TiO2,0.5,8.5,105,none,2,10,0.87747,0.90291
C024,TiO2,0.5,8.5,105,none,2,20,0.77171,0.81671
C024,TiO2,0.5,8.5,105,none,2,30,0.71383,0.75333
C024,TiO2,0.5,8.5,105,none,2,45,0.59295,0.63361
C024,TiO2,0.5,8.5,105,none,2,60,0.52423,0.53925
C024,TiO2,0.5,8.5,105,none,2,90,0.34099,0.35396
C024,TiO2,0.5,8.5,105,none,2,120,0.22951,0.233
C024,TiO2,0.5,8.5,105,none,3,0,1.06838,1.11411
C024,TiO2,0.5,8.5,105,none,3,5,0.99232,1.04567
C024,TiO2,0.5,8.5,105,none,3,10,0.89965,0.95428
C024,TiO2,0.5,8.5,105,none,3,20,0.78386,0.809
C024,TiO2,0.5,8.5,105,none,3,30,0.73328,0.77969
C024,TiO2,0.5,8.5,105,none,3,45,0.59688,0.62785
C024,TiO2,0.5,8.5,105,none,3,60,0.52672,0.56118
C024,TiO2,0.5,8.5,105,none,3,90,0.3557,0.37241
C024,TiO2,0.5,8.5,105,none,3,120,0.24557,0.25001
C025,TiO2,0.75,4.0,55,none,1,0,0.96645,1.01236
C025,TiO2,0.75,4.0,55,none,1,5,0.94923,0.98812
C025,TiO2,0.75,4.0,55,none,1,10,0.89256,0.94759
C025,TiO2,0.75,4.0,55,none,1,20,0.78883,0.8192
C025,TiO2,0.75,4.0,55,none,1,30,0.67101,0.70488
C025,TiO2,0.75,4.0,55,none,1,45,0.60978,0.63399
C025,TiO2,0.75,4.0,55,none,1,60,0.49678,0.51023
C025,TiO2,0.75,4.0,55,none,1,90,0.35814,0.38273
C025,TiO2,0.75,4.0,55,none,1,120,0.26405,0.27254
C025,TiO2,0.75,4.0,55,none,2,0,1.03579,1.0947
C025,TiO2,0.75,4.0,55,none,2,5,0.93957,0.99262
C025,TiO2,0.75,4.0,55,none,2,10,0.92494,0.96524
C025,TiO2,0.75,4.0,55,none,2,20,0.78866,0.83585
C025,TiO2,0.75,4.0,55,none,2,30,0.75919,0.79958
C025,TiO2,0.75,4.0,55,none,2,45,0.64242,0.68639
C025,TiO2,0.75,4.0,55,none,2,60,0.53301,0.55861
C025,TiO2,0.75,4.0,55,none,2,90,0.37224,0.40431
C025,TiO2,0.75,4.0,55,none,2,120,0.2742,0.28347
C025,TiO2,0.75,4.0,55,none,3,0,0.99443,1.05035
C025,TiO2,0.75,4.0,55,none,3,5,0.91336,0.95729
C025,TiO2,0.75,4.0,55,none,3,10,0.88469,0.94717
C025,TiO2,0.75,4.0,55,none,3,20,0.78259,0.81823
C025,TiO2,0.75,4.0,55,none,3,30,0.76486,0.78947
C025,TiO2,0.75,4.0,55,none,3,45,0.62896,0.65592
C025,TiO2,0.75,4.0,55,none,3,60,0.5128,0.53854
C025,TiO2,0.75,4.0,55,none,3,90,0.39776,0.42101
C025,TiO2,0.75,4.0,55,none,3,120,0.25347,0.26616
C026,TiO2,0.75,4.0,80,none,1,0,1.03007,1.08562
C026,TiO2,0.75,4.0,80,none,1,5,0.96263,1.01317
C026,TiO2,0.75,4.0,80,none,1,10,0.92002,0.97335
C026,TiO2,0.75,4.0,80,none,1,20,0.83221,0.88999
C026,TiO2,0.75,4.0,80,none,1,30,0.72846,0.75227
C026,TiO2,0.75,4.0,80,none,1,45,0.62183,0.65386
C026,TiO2,0.75,4.0,80,none,1,60,0.50942,0.53499
C026,TiO2,0.75,4.0,80,none,1,90,0.37843,0.3813
C026,TiO2,0.75,4.0,80,none,1,120,0.29268,0.30902
C026,TiO2,0.75,4.0,80,none,2,0,1.00346,1.05513
C026,TiO2,0.75,4.0,80,none,2,5,0.95341,1.00646
C026,TiO2,0.75,4.0,80,none,2,10,0.91357,0.95854
C026,TiO2,0.75,4.0,80,none,2,20,0.8224,0.86419
C026,TiO2,0.75,4.0,80,none,2,30,0.72387,0.75606
C026,TiO2,0.75,4.0,80,none,2,45,0.59766,0.63501
C026,TiO2,0.75,4.0,80,none,2,60,0.52444,0.5648
C026,TiO2,0.75,4.0,80,none,2,90,0.37647,0.38377
C026,TiO2,0.75,4.0,80,none,2,120,0.25711,0.25897
C026,TiO2,0.75,4.0,80,none,3,0,1.02889,1.09526
C026,TiO2,0.75,4.0,80,none,3,5,0.97819,1.01994
C026,TiO2,0.75,4.0,80,none,3,10,0.91148,0.95323
C026,TiO2,0.75,4.0,80,none,3,20,0.84338,0.88299
C026,TiO2,0.75,4.0,80,none,3,30,0.76746,0.80068
C026,TiO2,0.75,4.0,80,none,3,45,0.67786,0.73536
C026,TiO2,0.75,4.0,80,none,3,60,0.56725,0.59556
C026,TiO2,0.75,4.0,80,none,3,90,0.37961,0.40782
C026,TiO2,0.75,4.0,80,none,3,120,0.27253,0.27717
C027,TiO2,0.75,4.0,105,none,1,0,0.98852,1.03152
C027,TiO2,0.75,4.0,105,none,1,5,0.96466,0.99823
C027,TiO2,0.75,4.0,105,none,1,10,0.88116,0.9224
C027,TiO2,0.75,4.0,105,none,1,20,0.79061,0.8223
C027,TiO2,0.75,4.0,105,none,1,30,0.66272,0.70386
C027,TiO2,0.75,4.0,105,none,1,45,0.59583,0.62924
C027,TiO2,0.75,4.0,105,none,1,60,0.50028,0.52886
C027,TiO2,0.75,4.0,105,none,1,90,0.31566,0.33247
C027,TiO2,0.75,4.0,105,none,1,120,0.21499,0.22751
C027,TiO2,0.75,4.0,105,none,2,0,0.99641,1.04553
C027,TiO2,0.75,4.0,105,none,2,5,0.95427,1.00001
C027,TiO2,0.75,4.0,105,none,2,10,0.89227,0.92902
C027,TiO2,0.75,4.0,105,none,2,20,0.77613,0.81863
C027,TiO2,0.75,4.0,105,none,2,30,0.69938,0.74218
C027,TiO2,0.75,4.0,105,none,2,45,0.58171,0.61216
C027,TiO2,0.75,4.0,105,none,2,60,0.49422,0.53486
C027,TiO2,0.75,4.0,105,none,2,90,0.31566,0.32807
C027,TiO2,0.75,4.0,105,none,2,120,0.24794,0.27605
C027,TiO2,0.75,4.0,105,none,3,0,1.01815,1.0712
C027,TiO2,0.75,4.0,105,none,3,5,0.96353,1.01834
C027,TiO2,0.75,4.0,105,none,3,10,0.88066,0.94124
C027,TiO2,0.75,4.0,105,none,3,20,0.79528,0.84389
C027,TiO2,0.75,4.0,105,none,3,30,0.70358,0.75051
C027,TiO2,0.75,4.0,105,none,3,45,0.58923,0.61889
C027,TiO2,0.75,4.0,105,none,3,60,0.49151,0.51177
C027,TiO2,0.75,4.0,105,none,3,90,0.32846,0.34634
C027,TiO2,0.75,4.0,105,none,3,120,0.25287,0.27028
C028,TiO2,0.75,5.5,55,none,1,0,1.00949,1.07889
C028,TiO2,0.75,5.5,55,none,1,5,0.9254,0.97413
C028,TiO2,0.75,5.5,55,none,1,10,0.8917,0.93389
C028,TiO2,0.75,5.5,55,none,1,20,0.78623,0.82796
C028,TiO2,0.75,5.5,55,none,1,30,0.69476,0.72269
C028,TiO2,0.75,5.5,55,none,1,45,0.59642,0.62903
C028,TiO2,0.75,5.5,55,none,1,60,0.47335,0.49565
C028,TiO2,0.75,5.5,55,none,1,90,0.36021,0.38106
C028,TiO2,0.75,5.5,55,none,1,120,0.23221,0.23968
C028,TiO2,0.75,5.5,55,none,2,0,1.02166,1.06162
C028,TiO2,0.75,5.5,55,none,2,5,0.9814,1.03258
C028,TiO2,0.75,5.5,55,none,2,10,0.91685,0.96891
C028,TiO2,0.75,5.5,55,none,2,20,0.84553,0.87883
C028,TiO2,0.75,5.5,55,none,2,30,0.68956,0.72018
C028,TiO2,0.75,5.5,55,none,2,45,0.61732,0.66409
C028,TiO2,0.75,5.5,55,none,2,60,0.50309,0.54309
C028,TiO2,0.75,5.5,55,none,2,90,0.3423,0.35837
C028,TiO2,0.75,5.5,55,none,2,120,0.24633,0.25247
C028,TiO2,0.75,5.5,55,none,3,0,1.04146,1.09753
C028,TiO2,0.75,5.5,55,none,3,5,0.91098,0.9608
C028,TiO2,0.75,5.5,55,none,3,10,0.89848,0.94162
C028,TiO2,0.75,5.5,55,none,3,20,0.83388,0.86479
C028,TiO2,0.75,5.5,55,none,3,30,0.72048,0.75881
C028,TiO2,0.75,5.5,55,none,3,45,0.56254,0.58813
C028,TiO2,0.75,5.5,55,none,3,60,0.50695,0.5328
C028,TiO2,0.75,5.5,55,none,3,90,0.34724,0.36709
C028,TiO2,0.75,5.5,55,none,3,120,0.2223,0.23266
C029,TiO2,0.75,5.5,80,none,1,0,1.01407,1.06242
C029,TiO2,0.75,5.5,80,none,1,5,0.96886,1.00171
C029,TiO2,0.75,5.5,80,none,1,10,0.88165,0.91863
C029,TiO2,0.75,5.5,80,none,1,20,0.75262,0.79173
C029,TiO2,0.75,5.5,80,none,1,30,0.6533,0.6811
C029,TiO2,0.75,5.5,80,none,1,45,0.54541,0.57972
C029,TiO2,0.75,5.5,80,none,1,60,0.41964,0.44044
C029,TiO2,0.75,5.5,80,none,1,90,0.29641,0.31805
C029,TiO2,0.75,5.5,80,none,1,120,0.22701,0.23792
C029,TiO2,0.75,5.5,80,none,2,0,1.01099,1.05056
C029,TiO2,0.75,5.5,80,none,2,5,0.97107,1.0134
C029,TiO2,0.75,5.5,80,none,2,10,0.91699,0.97075
C029,TiO2,0.75,5.5,80,none,2,20,0.77198,0.80015
C029,TiO2,0.75,5.5,80,none,2,30,0.69679,0.73282
C029,TiO2,0.75,5.5,80,none,2,45,0.53782,0.5531
C029,TiO2,0.75,5.5,80,none,2,60,0.5094,0.53585
C029,TiO2,0.75,5.5,80,none,2,90,0.33925,0.36883
C029,TiO2,0.75,5.5,80,none,2,120,0.18723,0.20046
C029,TiO2,0.75,5.5,80,none,3,0,1.02691,1.06287
C029,TiO2,0.75,5.5,80,none,3,5,0.95711,0.99408
C029,TiO2,0.75,5.5,80,none,3,10,0.85629,0.89627
C029,TiO2,0.75,5.5,80,none,3,20,0.78685,0.83498
C029,TiO2,0.75,5.5,80,none,3,30,0.67437,0.71196
C029,TiO2,0.75,5.5,80,none,3,45,0.56821,0.58389
C029,TiO2,0.75,5.5,80,none,3,60,0.43681,0.4559
C029,TiO2,0.75,5.5,80,none,3,90,0.23776,0.24818
C029,TiO2,0.75,5.5,80,none,3,120,0.21679,0.22157
C030,TiO2,0.75,5.5,105,none,1,0,0.98011,1.03657
C030,TiO2,0.75,5.5,105,none,1,5,0.90528,0.94518
C030,TiO2,0.75,5.5,105,none,1,10,0.84722,0.87635
C030,TiO2,0.75,5.5,105,none,1,20,0.7371,0.77589
C030,TiO2,0.75,5.5,105,none,1,30,0.65451,0.68379
C030,TiO2,0.75,5.5,105,none,1,45,0.51662,0.52351
C030,TiO2,0.75,5.5,105,none,1,60,0.42438,0.43552
C030,TiO2,0.75,5.5,105,none,1,90,0.30761,0.32886
C030,TiO2,0.75,5.5,105,none,1,120,0.21292,0.22778
C030,TiO2,0.75,5.5,105,none,2,0,1.03672,1.07653
C030,TiO2,0.75,5.5,105,none,2,5,0.99985,1.05488
C030,TiO2,0.75,5.5,105,none,2,10,0.92345,0.97372
C030,TiO2,0.75,5.5,105,none,2,20,0.80468,0.83899
C030,TiO2,0.75,5.5,105,none,2,30,0.6799,0.7099
C030,TiO2,0.75,5.5,105,none,2,45,0.52197,0.54826
C030,TiO2,0.75,5.5,105,none,2,60,0.43705,0.44906
C030,TiO2,0.75,5.5,105,none,2,90,0.28889,0.29888
C030,TiO2,0.75,5.5,105,none,2,120,0.17885,0.18087
C030,TiO2,0.75,5.5,105,none,3,0,1.02066,1.05856
C030,TiO2,0.75,5.5,105,none,3,5,0.94971,0.98282
C030,TiO2,0.75,5.5,105,none,3,10,0.87518,0.91763
C030,TiO2,0.75,5.5,105,none,3,20,0.78036,0.81588
C030,TiO2,0.75,5.5,105,none,3,30,0.68145,0.70674
C030,TiO2,0.75,5.5,105,none,3,45,0.4982,0.51128
C030,TiO2,0.75,5.5,105,none,3,60,0.41739,0.46295
C030,TiO2,0.75,5.5,105,none,3,90,0.27882,0.28272
C030,TiO2,0.75,5.5,105,none,3,120,0.17993,0.19287
C031,TiO2,0.75,7.0,55,none,1,0,1.00331,1.05393
C031,TiO2,0.75,7.0,55,none,1,5,0.95053,0.99635
C031,TiO2,0.75,7.0,55,none,1,10,0.89046,0.93779
C031,TiO2,0.75,7.0,55,none,1,20,0.79067,0.83158
C031,TiO2,0.75,7.0,55,none,1,30,0.67872,0.71118
C031,TiO2,0.75,7.0,55,none,1,45,0.594,0.6208
C031,TiO2,0.75,7.0,55,none,1,60,0.46435,0.48116
C031,TiO2,0.75,7.0,55,none,1,90,0.3126,0.3292
